	PT0	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT8	PT9	PT10	PT11	PT12	PT13	PT14	PT15	PT16	PT17	PT18	PT19	PT20	PT21	PT22	PT23	PT24	PT25	PT26	PT27	PT28	PT29	PT30	PT31	PT32	PT33	PT34	PT35	PT36	PT37	PT38	PT39	PT40	PT41	PT42	PT43	PT44	PT45	PT46	PT47	PT48	PT49	PT50	PT51	PT52	PT53	PT54	PT55	PT56	PT57	PT58	PT59	PT60	PT61	PT62	PT63
MAFB	-0.53316146	0.2568	2.1515	-2.2513056	0.9652351	1.7314391	-3.5212	5.9248	4.7333	0.3443948	1.1137	-1.0845	4.1418	-0.30355	1.5311183	-1.9031501	1.14615	1.5682	-1.1653	-1.3462499	0.0048	-1.04535	-2.29865	0.07344663	-1.490225	1.6867	5.3796	2.2091	0.5422193	0.15480006	-1.590206	2.297758	4.8615	-0.9736	-0.6382	-0.7439	0.5966	3.1502	0.6427	0.3456	-4.051	0.7737	1.1336	5.4919	0.52585	7.34435	0.3231	2.0071	-2.5419	-2.22585	-1.6187	-1.7094555	2.52595	0.0	10.0	5.0	10.0	0.0	0.0	0.0	10.0	10.0	0.8915	0.1202
FGF5	5.2713757	7.7769	7.4078	2.1897786	-0.28176677	6.400462	4.2452	2.5867	1.3809	1.2759442	-2.3517	1.9761	-0.7752	4.0761	3.0889504	1.77105	5.7479	-1.0389	1.7274	1.8203001	1.4647	2.69095	6.30685	3.4728603	2.2408907	-1.6473	-1.0731	0.0122	-0.08656675	5.039	2.4225855	1.1433506	0.5236	-2.2222	-0.0821	4.0361	0.8693	2.57825	5.237	-0.7721	5.2751	2.6376	1.57285	1.1533	2.3867	0.5711	-0.8195	3.757	1.97275	4.11625	3.6575499	1.3032717	2.11515	2.9514	3.02015	3.2828498	2.529	-0.42335063	0.51644206	-0.52018094	2.0125	2.2426	1.7393	-1.2581
BANK1	0.87077355	2.1302	2.2434	-1.267141	0.09797628	3.6218882	-0.7169	0.9325	-0.28605002	0.16120332	0.59	-0.0763	-0.9015	-0.9878	-2.0461915	1.3424	3.1113	-0.8157	0.2174	0.70460004	0.5126	-1.44105	2.87195	-0.20007613	1.1701561	-1.0926	3.2761	2.1256	2.6581275	0.7019	1.2686027	1.9381657	-1.9587	-1.4061	1.1523	3.3977	0.6052	3.1402	-1.09105	3.2854	0.7794	2.5995	0.337	5.8918	0.019649982	-1.57785	-0.4889	0.7742	1.47155	3.2466002	-1.1781001	1.4536004	-0.72914994	0.19075	0.32905	0.096050024	0.8488	-1.4563327	0.25640494	-0.9380816	1.1788	1.9631	1.005	2.9369
TSPO	-1.321789	0.2584	-2.7157	0.12514073	0.5555378	-1.7091422	0.3458	-4.4056	0.0527	2.3664632	0.2645	-0.0221	2.1379	-1.6205	-1.9922793	0.38765	-4.02105	-1.4174	-0.6458	-1.86825	-2.3232	0.97955	-1.0963	-0.6272569	2.1082227	0.7116	3.3577	-0.7885	-1.3362021	0.8662	0.4799155	-0.058259994	0.8174	-0.3705	2.3628	-1.9204	1.6406	-3.3979502	-2.8686	-1.2907	2.3046	-0.6802	-1.57455	-0.5147	-1.5629	0.92635	-1.3036	-5.2208	-0.569	-0.12505001	-0.53455	-0.051016763	1.7372999	0.032900035	-0.3048	0.0671	2.15835	1.6442757	0.47447503	0.40988222	-2.8857	0.6032	-1.9244	-1.1895
MELK	-9.48743	-3.7427	-7.5657	6.1376295	-6.4951763	-5.2953196	-2.5566	5.3556	-1.5762501	0.03872687	1.4323	-3.039	1.1441	1.0437	1.3495412	0.9796	3.42715	-1.3657	1.9443	-1.5716499	-4.7758	-4.4026	-4.53205	7.9209332	-3.3715641	-2.312	7.8456	0.5049	-4.1955314	-4.9893	-3.438063	-3.8366098	0.9171	0.3474	-1.0842	-1.7111	10.0	-3.3828	-2.95775	-0.8254	-10.0	10.0	1.4101	-0.9604	1.40695	3.7814	0.0621	-2.7417	-0.7649	4.53335	4.59315	6.4414186	-8.9109	-7.01975	-7.7407503	-9.15	-7.271	-10.0	-10.0	-7.821826	-3.5986	-4.2848	-1.3804	-1.2076
DUSP26	2.8159547	5.0903	3.907	5.987508	-0.85451937	4.0765	2.4752	3.6721	2.5474	1.0501845	-2.9638	-0.2464	-0.1258	5.23115	3.26251	1.5805501	2.9043	1.8714	0.3418	1.44715	-1.1457	0.61145	3.1966	4.713896	2.2259963	0.9832	-0.2246	1.7727	1.0258746	3.9967499	1.5921448	1.0479823	1.7483	-0.9077	0.1217	3.8411	1.7994	3.66255	5.5039997	1.0158	1.6614	-1.0174	-1.0406499	0.7387	0.68125	1.8909501	-0.5626	3.8821	0.60635	2.5949	3.5024	-1.2302599	3.6734	4.7201004	4.21175	2.7295	3.71665	1.8276702	1.2351227	0.62808704	3.383	0.7879	3.4142	0.6413
ANP32B	-4.2316833	-4.0022	-5.728	-2.3535116	-1.6392155	-4.8872395	-2.9971	-5.0121	-0.2514	1.2133851	0.1081	0.0219	0.3278	1.7281	-0.2505788	-1.7295	-5.4855995	-1.615	-4.0677	-4.7799997	-3.0153	0.3583	-3.47435	-0.4616726	-1.4466332	-0.2149	0.473	-5.5458	0.03939514	-3.1761498	-1.1790092	0.8719921	-0.4094	0.7704	-1.3775	-2.2953	-2.1902	-0.9046	-2.66385	-1.1021	-0.6867	-2.2194	-0.95325005	-5.5223	-2.162	-0.72064996	0.6981	-0.4106	-1.2186	-3.5042	0.11590001	-0.51617205	-4.73585	-3.54405	-4.9	-4.8642	-4.8519	-3.2906013	-3.2494128	-2.662322	-0.792	-0.6935	-2.5316	-0.3508
RAB1A	-1.8631792	-1.3163	-1.429	0.96796423	0.29443565	-0.8269057	1.9327	-1.1694	-2.8421998	-1.6455429	2.7169	-1.2166	-8.4574	0.57095003	0.5143176	-2.45405	-0.31015003	-1.9613	0.1416	3.8251	0.7371	-1.22285	-1.9939	2.1105917	-0.9576087	-0.188	-5.1628	0.2043	-0.20960253	0.45360005	-0.7600271	-0.9172543	1.6462	-1.3053	1.3416	0.889	3.9077	1.79315	0.33969998	-1.1071	-2.8576	-0.5917	2.76195	6.5152	1.1756	3.12375	-0.7695	-0.2184	-0.5698	0.054700017	0.19965002	0.75053155	1.27765	1.6237	1.7205999	0.30545	1.9418	1.9191992	-0.08068997	0.2671898	-1.4441	0.3192	-1.892	-1.5383
TSPAN6	-0.048194557	0.4144	2.181	2.2968931	1.9174733	1.6481644	2.8239	-1.0436	6.9099503	1.1224861	0.6234	1.018	10.0	5.1677	8.523976	4.9554	-2.0749002	1.0791	1.025	3.2297	1.3571	-1.5009	1.5763	4.1800113	3.1738265	3.5202	7.4674	-5.3472	0.3332663	-1.20275	3.7015285	0.5004964	0.3449	-1.0693	6.0945	-2.2758	8.0582	-0.8922	1.247	8.4604	10.0	10.0	1.7272501	1.6221	3.1887	6.1375	-1.2401	1.1983	3.7089	5.9054	10.0	6.311722	-2.0946	-2.249	3.584	4.7747498	-3.55665	1.2282043	1.9132208	3.2872171	-0.0109	-4.5455	-0.8792	-0.4818
PTPN11	1.3889079	-0.7352	-2.4099	-1.0563223	1.132045	-2.0825942	3.5824	0.967	-3.28665	-2.7895343	-1.376	-0.365	-4.3653	-5.20255	-5.658353	-6.7043	-3.17025	-1.7499	-0.7811	-1.3485501	0.1387	-3.0205	0.078049995	-3.5358272	1.612194	-1.3663	-2.338	1.3056	-4.060752	1.37405	-0.12853183	-1.7178664	0.6036	0.8271	-4.9812	-1.526	-1.0328	-6.636	-2.3684	-5.2757	-9.7003	-3.1853	-2.56775	0.8505	-2.62755	-3.2743	0.7661	-6.2023	-1.45425	-3.3163	-2.7372499	-1.9365394	-2.6489	-1.9031999	-2.8962998	-1.1860499	-2.7196498	-0.6757044	-1.2899228	-1.4124806	-3.7678	-4.859	-3.0147	-0.4783
PLAT	-0.09146137	0.4637	0.3214	-2.0693166	1.3790463	1.3815053	-0.4667	-4.456	-2.5865002	-0.37212327	-0.412	0.8558	1.159	-1.8989	1.9520749	0.26629996	-0.83515	0.6926	0.4034	1.9331001	-1.6222	-1.9727001	0.56079996	-2.206625	2.4482474	0.8615	6.1073	1.599	-5.0160184	1.46905	2.1601853	-1.1370108	-0.4157	1.5803	-1.0335	-0.3398	-2.8697	-0.35634995	2.5868502	3.1187	0.7676	-1.5244	-1.90505	0.4742	-1.27395	2.5983	-1.0294	0.6745	5.48945	2.4243002	-2.18045	0.6576692	-2.34335	-3.6736	-5.86305	-4.12455	-5.6606503	-2.0646248	0.8480072	-0.027151078	0.2656	-3.0972	1.9449	4.1913
CCL16	3.8663805	5.9477	5.5877	4.209551	-0.6092451	3.7186556	2.8195	3.8316	1.3011999	1.1894369	-1.1137	4.8238	1.9438	3.27435	2.6114626	4.99205	4.2304997	2.9349	0.448	0.7299	1.8823	3.0875	3.1359	4.160554	0.17825286	-1.2112	-0.3231	5.7976	1.7051983	3.20105	0.52926016	5.1314855	0.4509	-0.3471	0.4797	5.2696	2.4416	4.7113	3.38955	2.0807	3.2119	0.9478	-0.66015005	0.2533	-0.16075	2.52125	0.5695	0.221	2.471	1.1575501	0.68044996	1.0810745	0.5826	0.83865	1.7300999	0.561	0.5066	1.1589029	-0.5013985	0.6252097	7.1222	-0.3061	1.6581	0.4254
C4BPA	3.6145415	1.6924	0.3961	2.9003327	-3.2987118	0.17635123	-0.8336	5.8396	-1.3497	-1.3235557	-0.5543	1.1992	4.8303	0.39890003	0.8753038	1.0987	3.43355	0.3159	0.0664	-1.0101	-0.0282	1.5593998	4.5417	2.7213678	1.3943019	-2.8193	-2.094	0.2095	1.9650754	2.80065	2.8604343	0.9548132	-0.2317	-0.3722	-1.3135	1.0087	0.0477	3.8105502	3.28995	-0.8522	1.7752	-0.2561	4.3821	5.9531	3.18405	4.7369003	-0.7436	4.0761	2.1796498	1.3256	1.9877999	-0.28886002	-0.73160005	-0.04245	-0.90409994	-0.875	0.052949995	0.27899113	-0.5204858	-1.0031166	3.0415	-1.7865	1.9512	0.1492
AKAP13	2.8926387	1.9494	0.8284	1.1218542	0.30279726	0.30312955	2.6135	3.1611	1.32295	1.59758	0.4715	2.3062	3.721	2.90835	2.0067568	3.69365	-0.5092	-1.4324	-0.6796	2.8365002	3.143	1.9600999	0.69555	1.5524796	-1.421293	-0.8649	-1.4011	1.3217	3.5070477	-0.51304996	-1.9653561	0.17441264	0.5558	0.9472	0.6663	5.308	-3.7783	3.43585	3.63585	1.3928	1.1066	3.5626	5.57285	7.3005	4.14	1.37585	-1.8094	3.8601	2.2322998	2.3332	1.02035	2.3414547	2.3400002	1.8159499	2.1514	2.66905	3.11095	-0.3150229	-0.2533511	-0.22240713	-0.4737	4.598	2.1066	-0.2301
CD2	4.419363	2.8746	1.6609	-0.41675845	0.13091397	3.5594945	3.3334	4.5351	0.669	2.0501351	-0.6936	2.5884	2.6762	1.1507499	0.2751157	0.81365	2.68615	3.24	3.3343	2.7418	3.6393	2.9663	3.92915	1.5759848	0.017469462	0.0623	0.3837	4.5775	3.2090278	2.51045	1.9423462	3.8886504	1.1645	-1.3629	1.279	1.3506	2.2325	6.06815	2.9924002	-0.7959	2.7215	3.4703	0.65720004	-0.0047	-1.0049	3.08775	2.766	3.4108	4.0194	1.17065	-0.9758	2.042717	2.22745	3.0197	3.60925	2.57795	3.21235	1.1834868	1.3923808	1.7935803	0.3493	3.0844	4.4467	1.8226
RPL31	-3.4520042	-3.022	-4.6164	-5.9993863	0.7562527	-4.0145445	-4.1997	-3.0387	-1.29225	-0.37734577	2.7817	1.6441	2.1007	-2.9084501	-2.8990571	-0.47005004	-5.7972	2.0181	-0.197	-5.8222	-0.3948	-0.17650002	-2.08915	-1.7699142	0.81371766	1.1433	-0.3526	-7.2967	-0.42153847	-1.89365	0.9317421	0.81182706	-0.8063	-1.3468	-2.9992	-0.1056	0.07	-2.4433	-2.9807498	-2.016	-1.1489	-2.8562	-1.1756	-2.3186	-0.85945004	-1.13965	-1.9358	-2.1986	-0.24165	-0.078099966	-0.06424999	-1.7998149	-0.27715	-0.74230003	-1.21955	-2.4868498	-2.3526502	0.45399234	-0.8664731	0.064720064	-4.438	-0.6067	-3.1615	-0.2488
VIP	3.3969572	3.7286	5.2506	2.7975624	-0.38589215	3.845632	2.6708	3.6073	-1.46295	-1.5491384	-2.2816	-0.8933	-2.1674	-1.02775	-2.1211498	-0.62265	-0.39835003	-1.2887	0.859	2.0455	0.5081	-3.4716501	3.1726499	0.32315847	0.51593584	-0.3919	0.1071	3.445	-2.7781444	4.18375	0.47410673	2.193657	0.2045	-1.5961	-0.5908	5.6592	-0.3367	3.8151	0.96395004	-0.2761	-0.2815	-1.514	2.7259	0.6433	2.0763	2.09275	-0.8478	-0.8812	0.61915004	3.1974998	0.7953	-1.1647649	1.0308	0.036699995	1.68295	-0.7945	3.1391	-0.95581675	-1.4493444	-1.3630347	-1.0727	1.7825	1.2596	2.3597
KDM5A	-1.4143153	-1.2356	-1.1899	6.3793526	2.384132	-1.4483708	-0.642	-2.6841	4.50895	-1.859551	0.6519	5.9131	3.6006	0.80775	-0.8975154	9.66685	-1.48315	1.0661	-0.2288	0.06655002	3.4933	3.38795	-3.7056003	2.5471349	-2.038893	-0.4002	4.614	-0.1369	5.9364033	-1.0015	-2.419169	2.4577184	1.0261	1.4348	0.2394	0.9974	-0.7056	0.22954988	-0.3838	0.5145	2.7715	10.0	8.0131	6.5832	6.88145	7.90395	4.8358	3.614	3.8525	4.0857997	-1.42105	1.6636187	4.3808002	5.0584	3.1089	4.8777	1.2305	1.5246022	1.6693017	0.14761375	-3.3071	8.7525	0.9674	-1.1967
BAIAP2	0.9428899	-1.9761	-1.8677	1.1338474	0.88870704	-0.9896973	-0.225	2.4244	0.64699996	2.0551016	-0.3526	0.0	-0.6416	-3.4067001	-0.76379603	1.4712	-0.17605	0.8689	-0.4524	-0.30045	-2.2445	-0.9089	-1.27375	-1.9508731	0.14028527	1.2123	3.6933	-0.0483	-0.66851926	0.3953	-1.2346088	0.3661748	-0.0114	-0.8154	1.8397	1.5361	-2.1204	-0.3581	1.1294501	-1.9455	0.3435	-3.3512	-0.587	-0.1465	-0.17164999	-0.6842	-0.3325	-2.4964	1.7162501	1.8051	0.8006	-4.4047966	2.69575	1.1603999	4.46955	3.8738003	4.5015	1.2280688	1.3411337	1.5011301	-1.6877	2.9951	1.2311	1.078
HADHA	-1.5096371	-0.6538	-2.2322	-0.35402116	0.65477574	-3.0431762	-2.3421	-5.0456	0.85469997	1.3010927	1.0783	1.0734	0.3437	0.51495	-0.52035654	-1.2588501	-1.9965999	0.1524	1.6779	-3.4702	-0.8523	-1.44665	-1.4839	2.013836	0.1373173	1.5232	-4.8777	-3.0861	-2.2285228	-1.43765	1.5188327	-1.7995777	2.4227	-0.6315	-1.6772	-4.7029	-0.9016	-0.5833	-0.1471	-2.5877	-0.6124	-1.8552	-4.6142	-3.9662	-0.9913	-3.4351501	1.3008	-0.2911	-0.54795	-0.26845	0.6825	1.3437034	-0.13134998	1.3322	0.1676	1.6917	0.17324999	1.3978165	1.3406208	1.8433702	4.0551	-1.1293	-1.0454	-3.0764
CACNA1A	4.444836	2.7634	1.4724	5.18387	0.68989617	2.218173	6.4912	0.216	3.95265	1.2006658	-1.0514	2.2715	0.6222	6.4435997	6.441894	4.17805	5.5331	-1.0173	0.4883	1.48675	-0.7801	4.4446497	1.1161	5.122676	3.1092238	-0.3583	5.0005	-0.4489	3.2018816	3.1088998	0.23751225	0.57658905	1.3833	0.4979	3.0934	4.7726	5.1432	2.2436001	1.5863999	2.514	4.8382	1.8052	7.33585	6.0625	5.6810503	5.4513	-0.3008	5.3998	5.0143504	5.79885	3.2981	1.5313641	3.1456	1.14745	3.4249501	3.6051497	4.34535	2.1523588	2.7111025	0.2855196	0.5775	0.8022	4.334	-3.9875
PSMC5	0.63615644	1.004	-0.9045	-3.2855763	-0.30556476	-0.8328918	-0.131	0.8606	-0.3987	-1.3572022	-2.0792	-1.294	-3.3551	-2.94875	-3.5967298	-3.5492	-4.15615	-2.1208	1.2103	-1.85205	-3.5629	-4.377	0.78685	-2.9685206	1.2333511	0.6725	-1.9371	1.8135	-0.03990563	-0.32715	0.29914838	-4.012477	-0.5379	-0.1997	-3.1929	-0.2342	-1.9972	-2.79225	-4.6637	1.5779	-3.4805	-1.1345	2.0951	2.1609	2.47495	-0.61695	-2.8324	-1.9358	-0.09899998	1.1645501	-3.6579502	0.6989874	1.18585	1.53875	-0.613	0.32119998	1.0630001	1.4122376	2.011676	3.4349318	-1.5491	-2.7915	2.0663	-0.9383
MRPL28	2.4088955	0.0732	-1.7894	1.5484943	-0.14131925	2.0267491	4.0723	3.7369	-1.06295	-0.098006	-2.8731	-0.2056	0.9425	2.5051498	4.2177763	1.8048501	-1.2522	-0.5555	-2.4518	0.34535	-0.5926	-1.99435	1.8743501	0.03292884	1.617684	1.686	-0.3479	6.0937	1.9939976	0.40405002	1.9690922	1.9308027	0.7117	-0.9986	1.6381	-0.0057	3.0968	0.19510001	0.99115	-2.4059	-1.5221	0.2534	-2.2391999	-4.504	-1.6682501	-0.12774998	1.9517	-1.7357	0.27115	1.628	1.8839002	1.8973703	-0.33015	0.22875	-0.62020004	-1.43655	-1.07855	-0.9256462	-0.8651618	-0.7871866	0.1113	-2.6614	-1.8047	0.9887
MRPL12	-7.884636	-10.0	-10.0	0.8144711	-5.8441243	-10.0	-7.4494	-6.9109	-8.1553	-7.951932	-0.0336	0.0	0.8627	3.038	0.68753326	-3.3905501	-4.6142	-10.0	-3.6754	-10.0	-1.634	1.53185	-5.48685	-0.5009515	-0.25552136	-0.0187	1.3871	-3.7938	0.05065509	-5.70095	-0.045139574	-1.1497843	0.0047	-3.3418	-4.054	-1.6545	-1.0004	-2.14115	-2.3974	-3.1773	-3.5394	-2.1638	-6.7119503	-5.2159	-2.9297	-5.5925503	-3.4912	-0.5987	-0.18795002	0.7249	0.9643	-0.30894035	-6.8555	-7.01515	-9.038099	-9.8556	-9.1227	-2.3504524	-2.5238993	-3.0398114	-8.0347	-2.2319	-10.0	0.0007
P2RY1	3.92656	2.3172	2.8169	4.9270988	-0.10292272	2.0946975	0.5579	2.9079	3.1882	0.8235578	-0.1078	3.2948	1.2634	3.62995	4.151788	4.5896997	6.15195	1.0446	0.1102	0.6337	-0.5367	2.92735	0.89705	4.5963745	-0.10342638	0.2099	2.757	-2.0743	4.230817	2.01335	-0.7107189	1.836551	2.8381	-0.6715	3.3286	6.5615	3.2273	4.25805	2.32685	4.7441	5.9985	3.5854	3.19855	0.4588	-0.108500004	2.2552	-0.4909	2.1452	4.7337	6.4207	2.2302	2.9152792	1.3674	2.2589998	3.29955	3.6041	2.6705	0.1185103	0.89657867	0.75945646	-0.9923	5.6598	2.0483	1.233
PNMA1	-0.35060513	-1.9506	-3.2797	-1.0928476	0.15397765	-1.7534075	-0.1696	0.8953	0.85020006	-0.7060002	0.6282	0.2528	1.0065	-1.82915	-2.877788	1.10245	-3.4974	-0.0555	-2.1993	-0.801	-1.4504	-0.11575	-4.49305	-2.3810778	-2.1196048	3.364	-0.0919	-6.9242	-4.055647	-3.62605	-1.6184211	-5.6911464	-1.5548	0.5097	-1.9052	0.2852	-1.454	-6.7643	-0.07455	0.7588	-0.104	-2.1358	2.6233501	1.1823	2.2022	2.5526001	-1.8178	-0.4138	-0.30004996	-2.2352	-3.43155	-1.6433178	0.9814	0.7628	1.2485499	2.46985	1.8097	0.50942403	-0.3228052	0.71143246	0.5684	0.0458	-1.4277	-2.9017
TGM2	-0.10481647	0.2747	-2.2402	-1.2644418	-1.387001	-2.6321743	-2.0887	-1.7964	-1.2929001	0.36176258	1.4195	0.091	-1.6848	-2.93965	-2.6823802	-4.55995	-1.6305499	2.3137	-0.0103	-0.06755	2.0139	0.81495	-2.9456	-1.2212468	-0.55826813	-0.1463	-2.9645	-5.18	-0.54778564	-2.32805	0.89669913	1.0056579	3.3684	0.0738	-1.7946	-0.5241	-0.702	-5.7763996	1.9965	2.3387	-1.6813	-2.1498	-2.0141	0.1979	-2.14785	-0.5919	-1.6779	-0.7943	0.21155	-1.3053	-1.8903	0.99688053	-0.096549995	-0.7047	-0.15134996	0.91135	-0.73695	1.4191787	2.3431802	-0.47003537	-1.591	1.4809	-0.1107	-1.1058
SAMHD1	2.4855032	4.1078	1.738	1.4039818	-0.2184895	2.0014303	1.3041	0.477	4.0825996	3.6677394	-0.2187	0.4436	1.6916	1.23985	2.4857223	1.9212999	0.50545	1.6105	-0.2795	2.9200501	1.0607	0.64425	0.9375	0.45452213	0.7528156	-1.5772	2.6332	1.4191	3.573979	1.99415	1.6209409	-0.57316476	0.2399	-2.2195	2.2009	-1.2014	-0.6778	0.97034997	1.90595	-0.7711	-2.2367	-0.8184	2.02215	-3.9103	1.0163	2.64405	1.0716	0.8827	2.3979	-0.62125003	-1.88325	0.6906884	0.11195001	-0.14609998	-0.6954	-0.56834996	0.15000004	0.5748917	-0.29388285	1.296344	3.7618	-0.1347	3.9854	1.1553
NRG1	2.0429163	1.5457	2.97	1.7509184	-1.7115378	1.2104609	3.7985	0.8325	4.33885	-0.2511325	-2.1453	0.9529	-1.2636	3.47855	2.7653005	5.50515	4.89725	-1.8423	-2.7398	0.47454995	-1.2982	-0.58855003	0.020200014	4.989432	0.6763771	1.6323	0.6438	5.7095	1.2483337	0.6195	-0.8361027	-3.2366457	-0.5449	0.1579	-0.105	-0.2257	6.1588	6.22045	0.7253499	0.4535	0.5709	5.2421	4.8833	9.2035	4.50885	8.6033	-0.8316	1.1376	1.7119501	5.8007	1.84235	1.6813569	1.7569001	2.2606	0.9841	1.4171499	2.2267	-2.453773	-1.530057	-2.4989119	-2.8224	0.1757	0.5105	0.0802
FANCC	3.401402	3.3264	2.653	3.7443016	-1.651795	3.9259572	2.2512	3.8657	4.6743	-0.22121298	-0.4348	2.2052	1.0251	3.53685	5.138391	5.4635496	2.1696498	1.0911	2.0863	3.4242501	0.3817	3.3227499	2.6535501	4.453468	1.5905843	-0.5134	7.5773	4.7582	3.5222008	1.2835	1.6342186	3.4238472	2.1068	-1.5063	-0.3333	5.0546	2.583	4.3507	2.25815	-2.4614	4.6486	-1.2222	2.90715	-1.6701	1.662	4.422	0.0	1.8996	4.7818003	2.6853	2.4175	1.5681876	-1.36835	-2.9572	-2.6934	-2.03595	-1.1254001	-3.0325716	-3.427626	-2.1919565	4.4161	2.0209	-0.1204	-0.678
AGO3	-0.13851911	-0.3075	1.4611	0.31151804	1.6682593	-0.52959496	-1.5321	-2.7539	3.14995	1.884105	0.2258	0.4189	4.7301	-1.6679	-1.2496823	0.90629995	-2.0247	0.3948	1.7517	0.12014999	1.5439	4.0376	1.19545	-1.0192516	0.51842576	0.7286	1.8056	2.4272	6.434272	0.5714	-1.9784169	2.6521626	-1.624	0.835	-1.0573	-0.773	-4.2965	-2.5881	-0.1982001	-6.5188	-1.231	1.1608	4.6642504	4.5507	5.20945	4.6609	2.6438	1.11	-0.5374	-0.073300004	0.93890005	-0.15616876	3.8500001	1.40845	0.91980004	1.9236499	1.2052	3.0911403	3.5770333	3.7722714	4.5185	0.1353	1.1943	0.7835
CUL4B	-2.3863769	-2.8392	-0.5464	-0.42653883	-0.7882708	-0.6374582	0.0244	0.4739	1.1073	2.1973302	1.8474	2.839	0.5432	-0.26035	3.8490028	-5.98855	0.076900005	-0.3695	1.9365	1.8066	0.594	1.3516	0.46195	1.4477789	2.303491	0.2383	2.8262	-0.8288	-1.1321995	0.49645	2.0848541	3.5434148	-0.5658	0.0778	-0.1078	2.1673	-1.8219	-3.0555499	-2.3468	-2.3258	1.9442	1.0942	3.4695	-2.7834	4.86395	1.9689	-0.6733	-0.3936	1.01405	0.20809996	-0.6136	-0.3558274	-1.99055	-2.669	-1.1762	-1.40245	-2.6406	-0.44107342	0.5235841	0.09308517	4.1393	-0.3254	-1.3542	-3.2042
HDAC9	1.3619474	2.8528	3.1378	0.4496908	0.7526431	1.8997443	-0.7012	3.7891	1.7990501	0.7206019	-1.747	-0.8605	0.9473	2.1609	2.5283914	-0.87685	1.8094001	-0.1157	2.7038	-0.021399975	-1.9304	4.26635	2.38605	0.16683984	1.8986707	-1.2474	-1.3677	-2.7506	0.5154877	4.2528	1.808579	1.2895769	-2.7896	-1.3545	2.0342	2.0957	2.1731	0.57995	1.3477	1.3406	4.8622	0.3131	0.30785	1.2439	0.13015002	1.0151501	-1.2257	2.1027	0.19715002	0.91525	2.01885	-0.9752565	-1.7931501	-0.037249982	0.683	1.44665	1.8662	0.24513336	-0.9241374	-0.60973096	2.1782	1.2192	4.2431	-0.0372
ARL6IP1	-3.392512	-2.8602	-3.543	-2.1093569	0.39289236	-4.0511723	-3.4916	-2.7984	-1.20025	1.4070846	1.0004	-2.4183	1.1247	-0.2871	-1.4386036	2.5393	-3.08355	0.729	-0.9232	-2.7967	0.0754	-2.88165	-4.1171002	-0.3753578	-1.4948561	1.0188	1.6716	-3.5259	-2.464444	-3.53525	-1.2035983	-1.0589612	2.853	0.4271	1.8659	-4.6548	-1.1415	-0.35500002	-2.33935	-3.2515	-1.3189	-3.0337	-2.31115	-1.9902	-2.247	-3.7165	-0.6581	-1.7366	-0.74495	-1.6917	-0.118799984	-1.5772403	-3.8797	-4.28615	-3.3758998	-5.3215504	-2.3894	-2.2295983	-2.799199	-2.67917	-5.2691	-0.9839	-1.0008	0.4096
ELMO2	-1.3834355	2.5702	3.535	0.8710802	3.3376193	2.2663138	-2.7041	0.2093	2.5071	-5.398606	0.2282	-4.1981	-4.3886	0.44565004	-1.880383	-1.9015	3.6478	1.5835	-1.0387	1.6279	-2.87	4.2559004	-1.0948	-3.8017712	0.2879415	1.2225	-7.6471	-3.4334	-0.8015024	0.38335	-0.32495844	-2.1427991	3.0075	-1.0675	0.1731	1.092	-5.3273	0.45580003	1.849	0.4694	3.8919	-3.6401	-3.5363	-2.4432	-3.30655	-2.5876498	2.2818	0.334	-4.00695	-1.3626499	-2.291	-3.5646102	0.70715	0.55275005	2.6837	2.87555	2.8080502	-0.0050100684	-0.8799293	-0.32951692	4.9029	-3.8868	5.1085	0.2879
GATA2	4.12871	0.3536	3.664	-0.21078348	4.916849	0.80234003	-10.0	10.0	-2.08615	0.5824532	-0.2827	2.0172	4.5664	2.2111	-1.1491774	5.5484	0.27719998	3.9367	2.4713	-6.2327003	6.7444	-3.4446	-2.66265	0.13007417	-5.3161154	2.5068	8.0802	2.5262	-0.07749135	-5.9423	-1.1732159	2.365784	1.8657	-1.2972	8.9432	-2.7679	9.3775	0.25160003	2.8616502	-4.8883	10.0	1.3066	-4.32655	-2.0769	-1.95145	-2.6784	1.525	1.2233	-1.5545	-1.52045	0.1119	6.49191	1.9368	2.3571	7.4070997	6.65615	10.0	4.714218	2.5369468	3.8147979	3.84	4.0735	3.0148	0.666
LILRA2	1.7779826	3.8305	4.3665	3.1404183	0.038902193	2.005659	3.1816	1.4195	0.04035	-0.87481105	0.2456	1.88	-2.0182	2.4665	1.6961224	2.7826	3.0553	2.1247	1.9129	3.8372998	2.6252	0.17534995	-0.65865004	6.3282557	0.188488	-0.8194	-0.8528	-0.3559	-1.160939	1.8811	-0.34998894	0.18521068	-0.0344	-0.4963	-0.4327	-1.2255	-2.2159	-2.56025	1.2203	-0.1948	0.3446	2.8105	5.1832	1.4624	4.25925	1.8545	0.4494	-1.6612	3.2433498	2.08605	0.6107	1.7073786	-1.89785	0.30335	-1.0350001	-1.77005	-1.12825	-0.66077447	-1.124109	-0.9151428	2.829	4.1782	2.5362	1.5172
